"","geneID","EE-SRS255459","EE-SRS266343","L2-SRS183249","L2-SRS266344","L4-SRS183251","L4-SRS266345","YA-SRS255509","YA-SRS266342","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"11","WBGene00023595",0,0,0,0.0956445298358807,0,0.100971018086737,0,0,"CBG00119","CBG00119","","","F45E6.1 | WBGene00009725",36.5132,"CBN20276 | WBGene00159001",18.0921,NA,NA,NA,NA
"12","WBGene00023617",0.117496904690917,0,0,0,0,0.30291305426021,0.0743127280239614,0.127267282546985,"CBG00150","CBG00150","","",NA,NA,"CBN01752 | WBGene00140477",37,"CRE14753 | WBGene00084918",24,NA,NA
"13","WBGene00023618",0.117496904690917,0.17649545592593,0,0,0,0,0.0371563640119807,0,"CBG00152","CBG00152","","",NA,NA,NA,NA,NA,NA,NA,NA
"14","WBGene00023619",0,0,0,0,0,0,0,0,"CBG00154","CBG00154","","",NA,NA,NA,NA,NA,NA,NA,NA
"15","WBGene00023620",0.176245357036376,0,0,0.191289059671761,0.646213576171779,0,0,0.127267282546985,"CBG00164","CBG00164","","","B0563.8 | WBGene00015265",53.4091,"CBN02846 | WBGene00141571",53.4091,"CRE14765 | WBGene00084929",56.8182,NA,NA
"16","WBGene00023621",0.352490714072751,1.10309659953706,0,0,0,0,0.148625456047923,0,"CBG00165","CBG00165","","SET domain, CXC domain, Histone-lysine N-methyltransferase EZH1/2-like, SET domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"17","WBGene00023624",0,0.0441238639814825,1.05801408639955,0.143466794753821,0,0.100971018086737,0.0743127280239614,0,"CBG00170","CBG00170","","","B0563.9 | WBGene00044687",78.2609,"CBN06445 | WBGene00145170",78.2609,"CRE14802 | WBGene00084919",73.913,"CJA14967 | WBGene00134171",75.3623
"18","WBGene00023650",0.0587484523454585,0,0,0.239111324589702,0,0.706797126607156,0.631658188203672,0.127267282546985,"CBG00206","CBG00206","","Protein kinase domain, Serine/threonine-protein kinase, active site, Protein kinase-like domain superfamily, Protein kinase, ATP binding site, Serine/Threonine Kinase AGC, catalytic domain",NA,NA,"CBN07363 | WBGene00146088",33.1429,NA,NA,NA,NA
"19","WBGene00023651",0,0,0,0.621689443933224,0,0,0,0,"CBG00208","CBG00208","Serpentine receptor class gamma","7TM GPCR, serpentine receptor class g (Srg)","srg-41 | WBGene00005198",41.3462,"Cbn-srg-41 | WBGene00151877",40.3846,"CRE31290 | WBGene00066699",38.4615,NA,NA
"20","WBGene00023652",0.117496904690917,0.220619319907412,0,0,0,0,0,0,"Cbr-srg-38","CBG00209","Serpentine receptor class gamma","7TM GPCR, serpentine receptor class g (Srg)",NA,NA,NA,NA,"CRE00525 | WBGene00051314",22.0065,NA,NA
"21","WBGene00023657",0.264368035554563,0.220619319907412,0,0.334755854425582,0,0.504855090433683,0.0743127280239614,0.0636336412734924,"CBG00220","CBG00220","","","T25B6.5 | WBGene00020791",51.2605,"CBN14546 | WBGene00153271",49.5798,"CRE04266 | WBGene00051074",52.9412,NA,NA
"22","WBGene00023658",0,0,0,1.05208982819469,0,0.504855090433683,0.0371563640119807,0.127267282546985,"CBG00223","CBG00223","","",NA,NA,NA,NA,NA,NA,NA,NA
"23","WBGene00023661",0,0,0,0,0,0,0.891752736287537,0.509069130187939,"CBG00227","CBG00227","","Protein kinase domain, Protein kinase-like domain superfamily, Protein kinase, ATP binding site",NA,NA,"CBN13083 | WBGene00151808",16.3934,"CRE01431 | WBGene00072375",14.158,NA,NA
"24","WBGene00023669",0,0,0,0,0,0,0,0,"CBG00238","CBG00238","","",NA,NA,NA,NA,NA,NA,NA,NA
"25","WBGene00023670",0.234993809381834,0.17649545592593,0,0.286933589507642,0,0.151456527130105,0.0743127280239614,0,"CBG00239","CBG00239","","Homeobox domain",NA,NA,NA,NA,NA,NA,NA,NA
"26","WBGene00023674",0,0,0,0,0,0,0,0,"CBG00244","CBG00244","Protein CBG00244; Protein CBG00245","",NA,NA,NA,NA,NA,NA,NA,NA
"27","WBGene00023675",0,0,0,0,0,0,0,0,"CBG00245","CBG00245","Protein CBG00244; Protein CBG00245","",NA,NA,NA,NA,NA,NA,NA,NA
"28","WBGene00023691",0.117496904690917,0,0,0.0956445298358807,0,0,0,0,"CBG00271","CBG00271","","","Y102F5A.1 | WBGene00013631",61.1872,"CBN01591 | WBGene00140316",44.7489,"CRE05955 | WBGene00051042",68.2648,NA,NA
"29","WBGene00023693",0.0293742261727293,0.0441238639814825,0,0,0,0.100971018086737,0,0,"CBG00275","CBG00275","","",NA,NA,NA,NA,NA,NA,NA,NA
"30","WBGene00023694",0.176245357036376,0.264743183888895,0,0.478222649179403,0,0.403884072346946,0,0.509069130187939,"CBG00276","CBG00276","","",NA,NA,NA,NA,NA,NA,NA,NA
"31","WBGene00023695",0,0,0,0,0,0,0,0,"CBG00277","CBG00277","","ISXO2-like transposase domain",NA,NA,"CBN08012 | WBGene00146737",24.2089,"CRE09073 | WBGene00057782",15.5063,"CJA21200 | WBGene00176772",6.64557
"32","WBGene00023697",0,0,0,0.0956445298358807,0,0.100971018086737,0.0743127280239614,0,"CBG00280","CBG00280","","Protein of unknown function DUF1258",NA,NA,"CBN06684 | WBGene00145409",33.3333,NA,NA,"CJA18127 | WBGene00137331",31.0078
"33","WBGene00023731",0.0587484523454585,0,0,0,0,0,0,0.0636336412734924,"Cbr-srv-16.2","CBG00323","","7TM GPCR, serpentine receptor class v (Srv)","srv-16 | WBGene00005727",66.4773,"Cbn-srv-16 | WBGene00139342",63.9205,"Cre-srv-16 | WBGene00061304",68.1818,NA,NA
"34","WBGene00023750",0.0587484523454585,0,0,0.0956445298358807,0,0.403884072346946,0.0743127280239614,0.127267282546985,"Cbr-lgc-19","CBG00348","","Neurotransmitter-gated ion-channel, Neurotransmitter-gated ion-channel ligand-binding domain, Neurotransmitter-gated ion-channel, conserved site, Neurotransmitter-gated ion-channel transmembrane domain superfamily, Neurotransmitter-gated ion-channel ligand-binding domain superfamily, Neuronal acetylcholine receptor","lgc-19 | WBGene00013655",80.397,"Cbn-lgc-19 | WBGene00142428",85.6079,"Cre-lgc-19.2 | WBGene00073596",82.6303,NA,NA
"35","WBGene00023751",0.0293742261727293,0.132371591944447,0,0.286933589507642,0,0.100971018086737,0,0.127267282546985,"CBG00349","CBG00349","","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"CBN06061 | WBGene00144786",83.871,"CRE21763 | WBGene00061351",40.7625,"CJA21656 | WBGene00177228",26.6862
"36","WBGene00023755",0.0587484523454585,0,0,0.191289059671761,0,0.100971018086737,0.148625456047923,0,"Cbr-str-250","CBG00354","","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"CBN20871 | WBGene00159596",79.6834,"CRE21833 | WBGene00061363",73.3509,"CJA34471 | WBGene00210318",28.7599
"37","WBGene00023779",0,0,0,0,0,0,0.668814552215653,0.127267282546985,"CBG00384","CBG00384","","","T02D1.7 | WBGene00011373",62.0253,NA,NA,"CRE28727 | WBGene00083804",64.557,NA,NA
"38","WBGene00023781",0,0,0,0.143466794753821,0,0,0.668814552215653,0.25453456509397,"CBG00386","CBG00386","","","T02D1.7 | WBGene00011373",59.4937,NA,NA,"CRE28727 | WBGene00083804",63.2911,NA,NA
"39","WBGene00023784",0.0881226785181878,0.17649545592593,0,0,0,0,0.0743127280239614,0.25453456509397,"CBG00389","CBG00389","","7TM GPCR, serpentine receptor class z (Srz)",NA,NA,NA,NA,"CRE28812 | WBGene00083822",43.9024,NA,NA
"40","WBGene00023791",0,0,0,0.0956445298358807,0,0,0,0.0636336412734924,"CBG00399","CBG00399","","C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold",NA,NA,NA,NA,NA,NA,NA,NA
"41","WBGene00023802",0,0,0,0,0,0,0,0,"CBG00410","CBG00410","","7TM GPCR, serpentine receptor class z (Srz)",NA,NA,NA,NA,"CRE28719 | WBGene00083776",48.8372,NA,NA
"42","WBGene00023803",0.0587484523454585,0,0,0.143466794753821,0,0.100971018086737,0.817440008263575,0.509069130187939,"CBG00412","CBG00412","","","C06A12.8 | WBGene00007359",68.8406,NA,NA,"CRE28805 | WBGene00067774",82.6087,"CJA20212 | WBGene00175784",58.6957
"43","WBGene00023837",0.0587484523454585,0,0,0.573867179015284,0,0.100971018086737,0.0743127280239614,0,"Cbr-str-187","CBG00452","","7TM GPCR, serpentine receptor class r (Str)","str-187 | WBGene00006229",70.0581,"CBN26102 | WBGene00164827",78.7791,"Cre-str-187 | WBGene00067806",75.2907,"CJA04431 | WBGene00123635",48.5465
"44","WBGene00023850",0.234993809381834,0,0,0,0,0,0,0.127267282546985,"CBG00468","CBG00468","","Zinc finger, RING-type, Zinc finger, RING/FYVE/PHD-type, Zinc finger, RING-type, conserved site",NA,NA,"CBN19172 | WBGene00157897",25.4417,"CRE19483 | WBGene00081779",30.3887,NA,NA
"45","WBGene00023859",0.117496904690917,0,0,0.0956445298358807,0.32310678808589,0.0504855090433683,0.148625456047923,0,"CBG00479","CBG00479","","Protein kinase-like domain superfamily","ckb-2 | WBGene00000512",66.756,"CBN04796 | WBGene00143521",53.8874,NA,NA,"CJA21715 | WBGene00177287",27.0777
"46","WBGene00023912",0.881226785181878,0.308867047870377,0,0.0956445298358807,0,0.30291305426021,0,0.127267282546985,"CBG00536","CBG00536","","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class x  (Srx)","T22C8.1 | WBGene00011922",82.2715,"CBN08260 | WBGene00146985",70.3601,"CRE01926 | WBGene00053949",85.3186,"CJA05224 | WBGene00124428",35.7341
"47","WBGene00023913",0.117496904690917,0.264743183888895,0,0.382578119343523,0,0,0.0743127280239614,0.25453456509397,"CBG00537","CBG00537","","","F28C6.9 | WBGene00009208",74.3119,"CBN30600 | WBGene00192565",66.9725,"CRE01545 | WBGene00053948",81.0398,"CJA03456 | WBGene00122660",60.8563
"48","WBGene00023914",0,0,0,0,0.32310678808589,0,0,0,"CBG00538","CBG00538","Protein CBG00538; Protein CBG00540","",NA,NA,NA,NA,NA,NA,NA,NA
"49","WBGene00023916",0,0,0,0,0.32310678808589,0,0,0,"CBG00540","CBG00540","Protein CBG00538; Protein CBG00540","",NA,NA,NA,NA,NA,NA,NA,NA
"50","WBGene00023918",0,0,0,0,0,0.908739162780629,0.445876368143768,0.190900923820477,"CBG00542","CBG00542","","",NA,NA,NA,NA,NA,NA,NA,NA
"51","WBGene00023919",0,0,0,0,0,0,0,0,"CBG00543","CBG00543","","",NA,NA,"CBN26013 | WBGene00164738",28.6207,NA,NA,NA,NA
"52","WBGene00023930",0,0.0441238639814825,0,0,0,0,0,0,"CBG00555","CBG00555","","",NA,NA,NA,NA,NA,NA,NA,NA
"53","WBGene00023943",0,0,0,0,0,0,0,0,"CBG00569","CBG00569","","",NA,NA,NA,NA,NA,NA,NA,NA
"54","WBGene00023951",0.176245357036376,0.17649545592593,0,0,0,0.100971018086737,0,0,"CBG00578","CBG00578","","","W01C9.2 | WBGene00012176",50.9225,"CBN20347 | WBGene00159072",52.0295,"CRE01950 | WBGene00053916",59.4096,"CJA10107 | WBGene00129311",41.5129
"55","WBGene00023956",0,0,0,0,0,0,0,0,"CBG00583","CBG00583","","Phosphoglycolate phosphatase-like, domain 2, HAD superfamily, HAD-like superfamily, Haloacid dehalogenase-like hydrolase","R151.10 | WBGene00020113",87.1795,"CBN11470 | WBGene00150195",90.7692,"CRE16360 | WBGene00072431",83.0769,NA,NA
"56","WBGene00023977",0,0,0,0.0956445298358807,0,0,0,0,"CBG00606","CBG00606","Protein CBG00606; Protein CBG15353","Cation efflux protein, Cation efflux transmembrane domain superfamily, Cation efflux protein, cytoplasmic domain, Cation efflux protein, cytoplasmic domain superfamily","F56C9.3 | WBGene00018948",75.9091,"CBN17298 | WBGene00156023",76.8182,"CRE13424 | WBGene00066421",70,"CJA15389 | WBGene00134593",69.7727
"57","WBGene00023979",0,0,0,0,0,0,0,0,"Cbr-acbp-4.1","CBG00608","Protein CBR-ACBP-4.1; Protein CBR-ACBP-4.2","Acyl-CoA-binding protein, ACBP, FERM/acyl-CoA-binding protein superfamily, Acyl-CoA binding protein superfamily","acbp-4 | WBGene00018949",73.2877,"Cbn-acbp-4 | WBGene00152584",84.9315,"Cre-acbp-4 | WBGene00066424",82.8767,"Cjp-acbp-4 | WBGene00123123",73.9726
"58","WBGene00023980",0,0,0,0,0,0,0,0,"CBG00609","CBG00609","","Cwf19-like protein, C-terminal domain-2, Cwf19-like protein","cwf-19L2 | WBGene00015156",77.8761,NA,NA,NA,NA,NA,NA
"59","WBGene00023993",0,0,0,0,0,0,0.0743127280239614,0,"CBG00624","CBG00624","","ShKT domain","M05D6.8 | WBGene00010880",55.2941,"CBN21742 | WBGene00160467",56.4706,"CRE01569 | WBGene00053894",42.3529,"CJA14189 | WBGene00133393",28.8235
"60","WBGene00023995",1.76245357036376,0.132371591944447,0,0,0,0,0,0,"CBG00626","CBG00626","","",NA,NA,NA,NA,NA,NA,NA,NA
"61","WBGene00024000",0,0.0882477279629649,0,0,0,0,0,0,"Cbr-evl-20.1","CBG00634","ADP-ribosylation factor-like protein 2","Small GTP-binding protein domain, Small GTPase superfamily, ARF/SAR type, P-loop containing nucleoside triphosphate hydrolase, ADP-ribosylation factor-like protein 2/3, ADP-ribosylation factor-like protein 2","evl-20 | WBGene00001358",95.6522,"CBN07157 | WBGene00145882",95.6522,"Cre-evl-20 | WBGene00053885",96.1957,"Cjp-evl-20 | WBGene00130177",84.2391
"62","WBGene00024004",0,0,0,0.0478222649179403,0,0.504855090433683,0,0,"CBG00639","CBG00639","","",NA,NA,NA,NA,NA,NA,NA,NA
"63","WBGene00024011",0.0587484523454585,0.0882477279629649,0,0.478222649179403,0,0.100971018086737,0,0,"CBG00647","CBG00647","","","F49E12.7 | WBGene00009900",90.6977,"CBN16728 | WBGene00155453",92.093,"CRE01584 | WBGene00053862",92.5581,"CJA17563 | WBGene00136766",80.4651
"64","WBGene00024020",0.704981428145502,0.397114775833342,0,0,0,0,0,0,"CBG00658","CBG00658","","",NA,NA,NA,NA,NA,NA,NA,NA
"65","WBGene00024038",0.0587484523454585,0.132371591944447,0,0,0,0,0.0743127280239614,0,"Cbr-sra-13","CBG00681","Serpentine receptor class alpha-13","7TM GPCR, serpentine receptor class a (Sra)","sra-13 | WBGene00005039",59.403,NA,NA,"Cre-sra-13 | WBGene00053854",68.0597,NA,NA
"66","WBGene00024061",0.117496904690917,0,0,0.669511708851165,0,0.100971018086737,0.148625456047923,0.25453456509397,"CBG00714","CBG00714","","","M110.8 | WBGene00010916",93.578,NA,NA,"CRE01613 | WBGene00053817",81.6514,"CJA15347 | WBGene00134551",66.9725
"67","WBGene00024095",0.0587484523454585,0,0,0,0,0,0,0,"CBG00754","CBG00754","","Domain of unknown function DUF19, Uncharacterised protein family UPF0376",NA,NA,"CBN08439 | WBGene00147164",45.6044,"CRE05594 | WBGene00079000",50.5494,NA,NA
"68","WBGene00024096",0,0,0,0,0,0,0,0,"CBG00755","CBG00755","","Domain of unknown function DUF19",NA,NA,"CBN08439 | WBGene00147164",44.8819,"CRE05594 | WBGene00079000",53.5433,NA,NA
"69","WBGene00024097",0,0,0,0,0,0,0,0,"CBG00756","CBG00756","","Domain of unknown function DUF19, Uncharacterised protein family UPF0376",NA,NA,"CBN08439 | WBGene00147164",56.6474,"CRE05594 | WBGene00079000",61.2717,NA,NA
"70","WBGene00024106",0.0587484523454585,0,0,0.0478222649179403,0,0.100971018086737,0,0,"CBG00769","CBG00769","","7TM GPCR, serpentine receptor class x  (Srx)","srx-115 | WBGene00006006",77.592,"Cbn-srx-115 | WBGene00163096",83.9465,"Cre-srx-115 | WBGene00078984",78.5953,NA,NA
"71","WBGene00024108",0,0,0,0,0,0,0,0,"CBG00771","CBG00771","","Domain of unknown function DUF19, Uncharacterised protein family UPF0376",NA,NA,NA,NA,"CRE05592 | WBGene00053180",27.1084,NA,NA
"72","WBGene00024109",0.41123916641821,0.35299091185186,0,0,0,0.100971018086737,0.297250912095846,0.381801847640955,"CBG00772","CBG00772","","Domain of unknown function DUF19, Uncharacterised protein family UPF0376",NA,NA,"CBN14559 | WBGene00153284",38.2022,NA,NA,NA,NA
"73","WBGene00024110",0,0,0,0,0,0.100971018086737,0,0,"CBG00773","CBG00773","","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","W09B7.3 | WBGene00021108",38.4211,NA,NA,"CRE05590 | WBGene00053179",65.7895,NA,NA
"74","WBGene00024111",0,0,0,0,0,0.0504855090433683,0.0743127280239614,0,"CBG00774","CBG00774","","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","W09B7.3 | WBGene00021108",32.6316,NA,NA,"CRE05590 | WBGene00053179",50.5263,NA,NA
"75","WBGene00024113",0.0881226785181878,0,0,0,0,0.100971018086737,0.222938184071884,0,"CBG00777","CBG00777","","",NA,NA,NA,NA,NA,NA,NA,NA
"76","WBGene00024116",0,0,0,0,0,0,0,0,"Cbr-irld-44","CBG00780","","Receptor L-domain, Receptor L-domain superfamily","irld-44 | WBGene00019392",34.8697,"CBN28361 | WBGene00190326",11.022,NA,NA,NA,NA
"77","WBGene00024119",0.587484523454585,0.132371591944447,0,0,0,0,0,0,"CBG00785","CBG00785","","",NA,NA,NA,NA,NA,NA,NA,NA
"78","WBGene00024121",0,0,0,0,0,0,0,0,"CBG00787","CBG00787","","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","F10G2.10 | WBGene00235324",71.9388,"CBN02155 | WBGene00140880",83.1633,"CRE05587 | WBGene00053175",79.5918,NA,NA
"79","WBGene00024122",0,0.17649545592593,0,0.286933589507642,0,0.252427545216841,0,0,"CBG00789","CBG00789","","Domain of unknown function DUF19, Uncharacterised protein family UPF0376",NA,NA,NA,NA,"CRE15279 | WBGene00082139",19.8895,NA,NA
"80","WBGene00024126",0.851852559009149,0.794229551666684,0,0.0956445298358807,0,0,0.0371563640119807,0,"CBG00794","CBG00794","","Ets domain, Winged helix-like DNA-binding domain superfamily, Winged helix DNA-binding domain superfamily, ETS family",NA,NA,"CBN04811 | WBGene00143536",32.0652,NA,NA,"CJA15366 | WBGene00134570",19.5652
"81","WBGene00024128",0,0,0,0,0,0,0.0743127280239614,0,"CBG00796","CBG00796","","Domain of unknown function WSN",NA,NA,NA,NA,NA,NA,NA,NA
"82","WBGene00024129",0,0,0,0.0478222649179403,0,0,0,0,"CBG00797","CBG00797","","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class x  (Srx)","srx-64 | WBGene00005955",71.223,NA,NA,NA,NA,"CJA10438 | WBGene00129642",14.0288
"83","WBGene00024131",0.117496904690917,0,0,0,0,0,0.0743127280239614,0,"CBG00799","CBG00799","","Serpin family, Serpin domain, Serpin superfamily, Serpin superfamily, domain 1, Serpin superfamily, domain 2",NA,NA,"CBN11173 | WBGene00149898",34.8718,NA,NA,NA,NA
"84","WBGene00024133",0.0587484523454585,0,0,0.382578119343523,0,0.201942036173473,0.0743127280239614,0,"CBG00801","CBG00801","","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"CBN02147 | WBGene00140872",67.8977,"CRE05579 | WBGene00053169",83.5227,NA,NA
"85","WBGene00024134",0,0,0,0.0956445298358807,0,0.100971018086737,0,0,"CBG00802","CBG00802","","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,NA,NA,NA,NA,NA,NA
"86","WBGene00024135",0.0587484523454585,0.0882477279629649,0,0.478222649179403,0,0.201942036173473,0,0,"CBG00803","CBG00803","","7TM GPCR, serpentine receptor class h (Srh)","srh-229 | WBGene00005437",43.4524,NA,NA,"Cre-srh-229 | WBGene00053167",71.131,"Cjp-srh-187 | WBGene00129310",16.6667
"87","WBGene00024136",0.0587484523454585,0,0,0.191289059671761,0,0.100971018086737,0,0,"Cbr-srh-229","CBG00804","","7TM GPCR, serpentine receptor class h (Srh)","srh-229 | WBGene00005437",43.4524,NA,NA,NA,NA,"Cjp-srh-187 | WBGene00129310",15.1786
"88","WBGene00024140",0,0,0,0,0,0,0,0,"CBG00808","CBG00808","","Serralysin-like metalloprotease, C-terminal",NA,NA,NA,NA,NA,NA,NA,NA
"89","WBGene00024141",0,0,0,0.478222649179403,0,0.30291305426021,0.0743127280239614,0.190900923820477,"Cbr-srb-19","CBG00809","","7TM GPCR, serpentine receptor class a (Sra)","srb-19 | WBGene00016928",70.2771,"Cbn-srb-19 | WBGene00153589",77.0781,"Cre-srb-19 | WBGene00053163",80.1008,"Cjp-srb-19 | WBGene00120204",67.5063
"90","WBGene00024142",0,0,0,0,0,0.100971018086737,0,0,"CBG00810","CBG00810","","",NA,NA,NA,NA,NA,NA,NA,NA
"91","WBGene00024143",0.0293742261727293,0,0,0,0,0,0,0,"CBG00812","CBG00812","","",NA,NA,NA,NA,NA,NA,NA,NA
"92","WBGene00024148",0.0587484523454585,0,0,0.286933589507642,0,0.757282635650524,0.334407276107826,0.445435488914447,"CBG00818","CBG00818","","Domain of unknown function DUF19",NA,NA,"CBN01195 | WBGene00139920",56.9444,"CRE05574 | WBGene00053158",63.8889,NA,NA
"93","WBGene00024161",0,0,0,0,0,0,0,0,"CBG00831","CBG00831","","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,"CBN15438 | WBGene00154163",72.4928,"CRE05567 | WBGene00079006",69.0544,NA,NA
"94","WBGene00024162",0.469987618763668,0.441238639814824,0,0,0,0.100971018086737,0,0,"CBG00832","CBG00832","","Ets domain, Winged helix-like DNA-binding domain superfamily, Winged helix DNA-binding domain superfamily, ETS family",NA,NA,"CBN04811 | WBGene00143536",33.3333,NA,NA,"CJA15366 | WBGene00134570",19.774
"95","WBGene00024166",0.352490714072751,0.308867047870377,0,0,0,0,0.0371563640119807,0,"CBG00836","CBG00836","","Ets domain, Winged helix-like DNA-binding domain superfamily, Winged helix DNA-binding domain superfamily, ETS family","F19F10.1 | WBGene00017598",49.4118,"CBN03273 | WBGene00141998",47.0588,"CRE05781 | WBGene00053150",50.5882,"CJA07782 | WBGene00126986",40
"96","WBGene00024168",0.0587484523454585,0,0,0,0,0,0.0743127280239614,0.25453456509397,"CBG00838","CBG00838","","Chymotrypsin family Peptidase-S1, Peptidase S1, PA clan, Peptidase S1, PA clan, chymotrypsin-like fold","F25E5.4 | WBGene00017785",30.9091,"CBN11536 | WBGene00150261",38.1818,"CRE05565 | WBGene00053148",44.3182,"CJA06155 | WBGene00125359",28.8636
"97","WBGene00024170",0.0587484523454585,0.264743183888895,0,0,0,0.30291305426021,0.297250912095846,0,"CBG00840","CBG00840","","Chymotrypsin family Peptidase-S1, Peptidase S1, PA clan","F25E5.4 | WBGene00017785",27.907,"CBN11536 | WBGene00150261",34.8837,"CRE05565 | WBGene00053148",42.2481,"CJA06155 | WBGene00125359",31.0078
"98","WBGene00024172",0.0293742261727293,0.0882477279629649,0,0.0478222649179403,0,0.0504855090433683,0,0.127267282546985,"CBG00842","CBG00842","","",NA,NA,NA,NA,NA,NA,NA,NA
"99","WBGene00024173",0,0,0,0.382578119343523,0,0,0.0743127280239614,0,"Cbr-srd-1","CBG00843","","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class d (Srd)","srd-1 | WBGene00005079",73.9247,"Cbn-srd-1 | WBGene00151426",80.914,"Cre-srd-1 | WBGene00070574",83.871,NA,NA
"100","WBGene00024175",0,0,0,0,0,0,0,0,"CBG00845","CBG00845","","","F54B3.2 | WBGene00010014",50.9235,"CBN01315 | WBGene00140040",34.0369,"CRE30222 | WBGene00069322",53.562,"CJA18686 | WBGene00137890",36.1478
"101","WBGene00024176",0,0,0,0,0,0.100971018086737,0,0,"CBG00846","CBG00846","","",NA,NA,NA,NA,"CRE30226 | WBGene00069311",37.3239,NA,NA
"102","WBGene00024177",0,0.0882477279629649,0,0.0956445298358807,0,0.201942036173473,0.0743127280239614,0,"Cbr-gcy-1","CBG00847","","Protein kinase domain, Adenylyl cyclase class-3/4/guanylyl cyclase, Serine-threonine/tyrosine-protein kinase, catalytic domain, Receptor, ligand binding region, Protein kinase-like domain superfamily, Adenylyl cyclase class-4/guanylyl cyclase, conserved site, Periplasmic binding protein-like I, Nucleotide cyclase","gcy-1 | WBGene00001528",76.4168,"CBN06877 | WBGene00145602",30.9872,"CRE30223 | WBGene00069308",46.1609,"CJA10267 | WBGene00129471",55.2102
